reference_id,status,ledger_amount,gateway_amount
TXN100114,MATCHED,4558263,4558263
TXN100115,MATCHED,2640707,2640707
TXN100116,MATCHED,4910436,4910436
TXN100117,MATCHED,4465408,4465408
TXN100118,MATCHED,4269974,4269974
TXN100119,MATCHED,1568812,1568812
TXN100120,MATCHED,580097,580097
TXN100121,MATCHED,1983033,1983033
TXN100122,MATCHED,4788783,4788783
TXN100123,MATCHED,4997188,4997188
TXN100124,MATCHED,697726,697726
TXN100125,MATCHED,4906198,4906198
TXN100126,AMOUNT_MISMATCH,2663902,2663611
TXN100127,MATCHED,2645565,2645565
TXN100128,MATCHED,3330092,3330092
TXN100129,MATCHED,2526557,2526557
TXN100130,MATCHED,618535,618535
TXN100131,DUPLICATE_IN_GATEWAY,4732732,4732732
TXN100132,MATCHED,624555,624555
TXN100133,MATCHED,4253668,4253668
TXN100134,AMOUNT_MISMATCH,2937698,2938098
TXN100135,MATCHED,2059206,2059206
TXN100136,MATCHED,1333276,1333276
TXN100137,MISSING_IN_GATEWAY,4566842,
TXN100138,MATCHED,4447076,4447076
TXN100139,MATCHED,4662341,4662341
TXN100140,AMOUNT_MISMATCH,878946,878583
TXN100141,MATCHED,2228500,2228500
TXN100142,MISSING_IN_GATEWAY,907882,
TXN100143,MATCHED,1313991,1313991
TXN100144,MISSING_IN_GATEWAY,1776889,
TXN100145,MATCHED,1717898,1717898
TXN100146,MATCHED,2224457,2224457
TXN100147,AMOUNT_MISMATCH,2116557,2116923
TXN100148,MATCHED,436132,436132
TXN100149,MISSING_IN_GATEWAY,3563211,
TXN100150,MATCHED,39743,39743
TXN100151,MATCHED,1107394,1107394
TXN100152,MATCHED,2207440,2207440
TXN100153,MATCHED,3716384,3716384
TXN100154,MATCHED,3597697,3597697
TXN100155,MATCHED,948466,948466
TXN100156,MATCHED,1260357,1260357
TXN100157,MATCHED,3107208,3107208
TXN100158,MATCHED,1252300,1252300
TXN100159,MATCHED,360885,360885
TXN100160,AMOUNT_MISMATCH,344662,344377
TXN100161,MATCHED,2103207,2103207
TXN100162,MISSING_IN_GATEWAY,2976871,
TXN100163,AMOUNT_MISMATCH,1306487,1306229
TXN100164,DUPLICATE_IN_GATEWAY,1373163,1373163
TXN100165,AMOUNT_MISMATCH,1495222,1494747
TXN100166,MISSING_IN_GATEWAY,1514586,
TXN100167,MISSING_IN_GATEWAY,2796573,
TXN100168,MATCHED,2091777,2091777
TXN100169,MATCHED,916771,916771
TXN100170,MISSING_IN_GATEWAY,334845,
TXN100171,MISSING_IN_GATEWAY,1684138,
TXN100172,MATCHED,2943147,2943147
TXN100173,MATCHED,1919209,1919209
TXN100174,MATCHED,1630090,1630090
TXN100175,AMOUNT_MISMATCH,2347091,2347581
TXN100176,MATCHED,2351470,2351470
TXN100177,MATCHED,4283204,4283204
TXN100178,MATCHED,4508103,4508103
TXN100179,MATCHED,241530,241530
TXN100180,MATCHED,2201231,2201231
TXN100181,MATCHED,2236893,2236893
TXN100182,MATCHED,3655385,3655385
TXN100183,MATCHED,2641316,2641316
TXN100184,MATCHED,4300127,4300127
TXN100185,MATCHED,4846771,4846771
TXN100186,MISSING_IN_GATEWAY,382341,
TXN100187,MATCHED,24187,24187
TXN100188,MATCHED,4526862,4526862
TXN100189,MATCHED,1662850,1662850
TXN100190,AMOUNT_MISMATCH,596982,597424
TXN100191,MATCHED,2779918,2779918
TXN100192,MISSING_IN_GATEWAY,1055432,
TXN100193,MATCHED,2529285,2529285
TXN100194,MATCHED,3435848,3435848
TXN100195,MATCHED,2490135,2490135
TXN100196,MATCHED,1619271,1619271
TXN100197,MATCHED,3190501,3190501
TXN100198,MATCHED,1469847,1469847
TXN100199,MATCHED,2534550,2534550
TXN100200,MATCHED,13405,13405
TXN100201,MATCHED,1773140,1773140
TXN100202,MATCHED,4875264,4875264
TXN100203,MATCHED,2713222,2713222
TXN100204,MATCHED,3719105,3719105
TXN100205,MATCHED,4298038,4298038
TXN100206,MATCHED,1433474,1433474
TXN100207,MATCHED,2390572,2390572
TXN100208,MATCHED,2821762,2821762
TXN100209,MATCHED,1980220,1980220
TXN100210,MISSING_IN_GATEWAY,1894422,
TXN100211,MATCHED,214895,214895
TXN100212,MATCHED,3995732,3995732
TXN100213,MATCHED,620927,620927
TXN100214,MATCHED,4839077,4839077
TXN100215,MATCHED,3231044,3231044
TXN100216,MATCHED,2056689,2056689
TXN100217,AMOUNT_MISMATCH,56513,56894
TXN100218,MISSING_IN_GATEWAY,904119,
TXN100219,MATCHED,1845772,1845772
TXN100220,MATCHED,4354944,4354944
TXN100221,MATCHED,4685858,4685858
TXN100222,MATCHED,1028029,1028029
TXN100223,MATCHED,3907709,3907709
TXN100224,MATCHED,4698605,4698605
TXN100225,MATCHED,3722574,3722574
TXN100226,MATCHED,4244386,4244386
TXN100227,MATCHED,4605883,4605883
TXN100228,MISSING_IN_GATEWAY,1345113,
TXN100229,MATCHED,3991857,3991857
TXN100230,MISSING_IN_GATEWAY,2083997,
TXN100231,MATCHED,4382979,4382979
TXN100232,MATCHED,2016939,2016939
TXN100233,MISSING_IN_GATEWAY,659977,
TXN100234,MATCHED,1977074,1977074
TXN100235,AMOUNT_MISMATCH,2691918,2691500
TXN100236,MATCHED,1170765,1170765
TXN100237,MATCHED,3223132,3223132
TXN100238,MATCHED,1804766,1804766
TXN100239,MATCHED,3429191,3429191
TXN100240,MATCHED,3918456,3918456
TXN100241,MISSING_IN_GATEWAY,1745052,
TXN100242,AMOUNT_MISMATCH,4909613,4909133
TXN100243,MATCHED,4839240,4839240
TXN100244,AMOUNT_MISMATCH,59459,59264
TXN100245,MISSING_IN_GATEWAY,3281445,
TXN100246,MISSING_IN_GATEWAY,4524921,
TXN100247,MISSING_IN_GATEWAY,4591289,
TXN100248,MATCHED,4105565,4105565
TXN100249,MATCHED,3666057,3666057
TXN100250,MATCHED,3271970,3271970
TXN100251,MISSING_IN_GATEWAY,3401654,
TXN100252,AMOUNT_MISMATCH,3930752,3930889
TXN100253,MATCHED,4490553,4490553
TXN100254,MATCHED,3315281,3315281
TXN100255,MATCHED,237348,237348
TXN100256,MATCHED,3605464,3605464
TXN100257,MATCHED,3883007,3883007
TXN100258,MATCHED,2192349,2192349
TXN100259,MATCHED,1785535,1785535
TXN100260,MISSING_IN_GATEWAY,2841159,
TXN100261,MATCHED,3190341,3190341
TXN100262,MATCHED,3546342,3546342
TXN100263,MATCHED,697079,697079
TXN100264,MATCHED,4534974,4534974
TXN100265,MATCHED,2945680,2945680
TXN100266,MISSING_IN_GATEWAY,585612,
TXN100267,AMOUNT_MISMATCH,270298,270002
TXN100268,MATCHED,180959,180959
TXN100269,MATCHED,2011060,2011060
TXN100270,MATCHED,969568,969568
TXN100271,MATCHED,1838419,1838419
TXN100272,MISSING_IN_GATEWAY,2159527,
TXN100273,MATCHED,1417517,1417517
TXN100274,MISSING_IN_GATEWAY,970771,
TXN100275,DUPLICATE_IN_GATEWAY,1383767,1383767
TXN100276,MATCHED,916798,916798
TXN100277,MATCHED,2626887,2626887
TXN100278,MATCHED,3158302,3158302
TXN100279,MATCHED,1673710,1673710
TXN100280,MATCHED,2047168,2047168
TXN100281,MISSING_IN_GATEWAY,2539858,
TXN100282,MISSING_IN_GATEWAY,4757386,
TXN100283,MATCHED,4478991,4478991
TXN100284,MATCHED,3118573,3118573
TXN100285,MATCHED,2872454,2872454
TXN100286,MISSING_IN_GATEWAY,3533708,
TXN100287,DUPLICATE_IN_GATEWAY,3646657,3646657
TXN100288,MISSING_IN_GATEWAY,3866573,
TXN100289,MATCHED,3663130,3663130
TXN100290,DUPLICATE_IN_GATEWAY,4386728,4386728
TXN100291,MATCHED,2275615,2275615
TXN100292,MISSING_IN_GATEWAY,4524521,
TXN100293,MATCHED,3909643,3909643
TXN100294,MATCHED,4980037,4980037
TXN100295,MISSING_IN_GATEWAY,2069362,
TXN100296,AMOUNT_MISMATCH,2349819,2349568
TXN100297,MATCHED,3908257,3908257
TXN100298,MATCHED,3189192,3189192
TXN100299,MISSING_IN_GATEWAY,4156543,
TXN100300,MATCHED,4099865,4099865
TXN100301,MATCHED,2177217,2177217
TXN100302,MATCHED,2327508,2327508
TXN100303,AMOUNT_MISMATCH,4343783,4343370
TXN100304,MISSING_IN_GATEWAY,2034641,
TXN100305,MATCHED,4108488,4108488
TXN100306,MATCHED,2025983,2025983
TXN100307,MATCHED,4127307,4127307
TXN100308,MATCHED,154646,154646
TXN100309,MATCHED,1868885,1868885
TXN100310,MATCHED,2050991,2050991
TXN100311,MATCHED,4888441,4888441
TXN100312,MATCHED,4652867,4652867
TXN100313,DUPLICATE_IN_GATEWAY,3579384,3579384
TXN100314,MATCHED,4626993,4626993
TXN100315,MATCHED,3816291,3816291
TXN100316,MATCHED,2118926,2118926
TXN100317,MATCHED,1625514,1625514
TXN100318,AMOUNT_MISMATCH,4505152,4505358
TXN100319,MATCHED,1563149,1563149
TXN100320,MATCHED,4071752,4071752
TXN100321,DUPLICATE_IN_GATEWAY,4955813,4955813
TXN100322,MATCHED,4410973,4410973
TXN100323,MISSING_IN_GATEWAY,853274,
TXN100324,MATCHED,1918267,1918267
TXN100325,MATCHED,2545604,2545604
TXN100326,MATCHED,4490649,4490649
TXN100327,DUPLICATE_IN_GATEWAY,391813,391813
TXN100328,MATCHED,4651911,4651911
TXN100329,MATCHED,1069309,1069309
TXN100330,MATCHED,4127788,4127788
TXN100331,MATCHED,112889,112889
TXN100332,MATCHED,3947586,3947586
TXN100333,MATCHED,2868048,2868048
TXN100334,MATCHED,440979,440979
TXN100335,MATCHED,4017482,4017482
TXN100336,MATCHED,558140,558140
TXN100337,MATCHED,631446,631446
TXN100338,MATCHED,459705,459705
TXN100339,AMOUNT_MISMATCH,4731440,4731027
TXN100340,MATCHED,2091976,2091976
TXN100341,MATCHED,3501120,3501120
TXN100342,MISSING_IN_GATEWAY,1903200,
TXN100343,MATCHED,3200842,3200842
TXN100344,MATCHED,3723812,3723812
TXN100345,DUPLICATE_IN_GATEWAY,4946906,4946906
TXN100346,MATCHED,2571715,2571715
TXN100347,MATCHED,515248,515248
TXN100348,AMOUNT_MISMATCH,842431,842143
TXN100349,MATCHED,1780207,1780207
TXN100350,MATCHED,691049,691049
TXN100351,MATCHED,1468053,1468053
TXN100352,MATCHED,1323090,1323090
TXN100353,MATCHED,3789098,3789098
TXN100354,MATCHED,3951911,3951911
TXN100355,MATCHED,1951763,1951763
TXN100356,MISSING_IN_GATEWAY,2381613,
TXN100357,MATCHED,3818690,3818690
TXN100358,AMOUNT_MISMATCH,1968100,1968406
TXN100359,MATCHED,4957513,4957513
TXN100360,MATCHED,1669427,1669427
TXN100361,MATCHED,4578120,4578120
TXN100362,AMOUNT_MISMATCH,1259813,1260159
TXN100363,MATCHED,1203164,1203164
TXN100364,MISSING_IN_GATEWAY,1401861,
TXN100365,MATCHED,2431041,2431041
TXN100366,MATCHED,3941723,3941723
TXN100367,AMOUNT_MISMATCH,3386486,3386498
TXN100368,MATCHED,4539693,4539693
TXN100369,MATCHED,684795,684795
TXN100370,MISSING_IN_GATEWAY,3634119,
TXN100371,MATCHED,2110238,2110238
TXN100372,DUPLICATE_IN_GATEWAY,1930357,1930357
TXN100373,MATCHED,4835119,4835119
TXN100374,DUPLICATE_IN_GATEWAY,184025,184025
TXN100375,MATCHED,2270822,2270822
TXN100376,MATCHED,1479606,1479606
TXN100377,AMOUNT_MISMATCH,3719689,3719374
TXN100378,MATCHED,4920100,4920100
TXN100379,DUPLICATE_IN_GATEWAY,4134894,4134894
TXN100380,MATCHED,3952732,3952732
TXN100381,MATCHED,2805993,2805993
TXN100382,MISSING_IN_GATEWAY,887447,
TXN100383,MATCHED,3463129,3463129
TXN100384,MATCHED,2427746,2427746
TXN100385,MISSING_IN_GATEWAY,3369236,
TXN100386,MATCHED,317837,317837
TXN100387,MATCHED,2648361,2648361
TXN100388,DUPLICATE_IN_GATEWAY,982420,982420
TXN100389,AMOUNT_MISMATCH,3400466,3400810
TXN100390,MATCHED,19655,19655
TXN100391,MATCHED,4561604,4561604
TXN100392,MATCHED,464696,464696
TXN100393,MATCHED,3044825,3044825
TXN100394,MATCHED,4191663,4191663
TXN100395,MATCHED,442950,442950
TXN100396,MATCHED,4617188,4617188
TXN100397,MATCHED,2426163,2426163
TXN100398,MATCHED,4076057,4076057
TXN100399,MISSING_IN_GATEWAY,2017372,
TXN100400,MATCHED,2616761,2616761
TXN100401,MATCHED,4642620,4642620
TXN100402,DUPLICATE_IN_GATEWAY,1894925,1894925
TXN100403,MATCHED,961780,961780
TXN100404,MATCHED,995377,995377
TXN100405,MATCHED,1301603,1301603
TXN100406,MATCHED,2458312,2458312
TXN100407,MATCHED,2303654,2303654
TXN100408,DUPLICATE_IN_GATEWAY,4057499,4057499
TXN100409,MATCHED,2054563,2054563
TXN100410,MATCHED,1223344,1223344
TXN100411,MISSING_IN_GATEWAY,4273433,
TXN100412,AMOUNT_MISMATCH,1155114,1154896
TXN100413,MATCHED,3490789,3490789
TXN100414,MATCHED,4269212,4269212
TXN100415,MATCHED,31518,31518
TXN100416,MISSING_IN_GATEWAY,2514467,
TXN100417,AMOUNT_MISMATCH,4117400,4117357
TXN100418,MATCHED,4527941,4527941
TXN100419,MATCHED,2798708,2798708
TXN100420,MATCHED,4568621,4568621
TXN100421,AMOUNT_MISMATCH,2709264,2709478
TXN100422,MATCHED,2013246,2013246
TXN100423,MISSING_IN_GATEWAY,1969263,
TXN100424,MATCHED,376140,376140
TXN100425,MISSING_IN_GATEWAY,3977612,
TXN100426,MATCHED,3207998,3207998
TXN100427,MATCHED,1285951,1285951
TXN100428,MATCHED,320543,320543
TXN100429,MATCHED,4960792,4960792
TXN100430,AMOUNT_MISMATCH,851919,851869
TXN100431,MATCHED,846442,846442
TXN100432,MATCHED,3842990,3842990
TXN100433,MATCHED,1219263,1219263
TXN100434,MATCHED,1304875,1304875
TXN100435,MATCHED,2233172,2233172
TXN100436,MATCHED,3344331,3344331
TXN100437,MISSING_IN_GATEWAY,2766207,
TXN100438,AMOUNT_MISMATCH,3197749,3197890
TXN100439,AMOUNT_MISMATCH,4103200,4102736
TXN100440,MATCHED,583954,583954
TXN100441,DUPLICATE_IN_GATEWAY,2420709,2420709
TXN100442,MATCHED,768156,768156
TXN100443,MISSING_IN_GATEWAY,835800,
TXN100444,MATCHED,853115,853115
TXN100445,AMOUNT_MISMATCH,2522103,2521650
TXN100446,MISSING_IN_GATEWAY,2731051,
TXN100447,MATCHED,3017008,3017008
TXN100448,MATCHED,1231127,1231127
TXN100449,MATCHED,3466540,3466540
TXN100450,MATCHED,1520426,1520426
TXN100451,MATCHED,672434,672434
TXN100452,MATCHED,3219014,3219014
TXN100453,MATCHED,2030226,2030226
TXN100454,MATCHED,4901876,4901876
TXN100455,MATCHED,3878405,3878405
TXN100456,MATCHED,3865156,3865156
TXN100457,AMOUNT_MISMATCH,88831,88807
TXN100458,MATCHED,2422829,2422829
TXN100459,MATCHED,1335195,1335195
TXN100460,DUPLICATE_IN_GATEWAY,2908814,2908814
TXN100461,MATCHED,2519487,2519487
TXN100462,MATCHED,3569361,3569361
TXN100463,MISSING_IN_GATEWAY,3842216,
TXN100464,MISSING_IN_GATEWAY,3237040,
TXN100465,MATCHED,1999825,1999825
TXN100466,MATCHED,3021167,3021167
TXN100467,MATCHED,2486575,2486575
TXN100468,MATCHED,3330259,3330259
TXN100469,AMOUNT_MISMATCH,4757356,4757652
TXN100470,AMOUNT_MISMATCH,421412,421675
TXN100471,MISSING_IN_GATEWAY,4176850,
TXN100472,MATCHED,1940372,1940372
TXN100473,MATCHED,2965482,2965482
TXN100474,MATCHED,1604942,1604942
TXN100475,MATCHED,1157387,1157387
TXN100476,MATCHED,340700,340700
TXN100477,MATCHED,3707892,3707892
TXN100478,MISSING_IN_GATEWAY,3070677,
TXN100479,AMOUNT_MISMATCH,766093,765927
TXN100480,MATCHED,3495492,3495492
TXN100481,MISSING_IN_GATEWAY,1118636,
TXN100482,MATCHED,4463112,4463112
TXN100483,MISSING_IN_GATEWAY,2296125,
TXN100484,DUPLICATE_IN_GATEWAY,4052032,4052032
TXN100485,MISSING_IN_GATEWAY,2485825,
TXN100486,MISSING_IN_GATEWAY,2851349,
TXN100487,MATCHED,641656,641656
TXN100488,AMOUNT_MISMATCH,1902593,1902834
TXN100489,DUPLICATE_IN_GATEWAY,3343729,3343729
TXN100490,MATCHED,4685077,4685077
TXN100491,MATCHED,3319931,3319931
TXN100492,MATCHED,4511094,4511094
TXN100493,MATCHED,3101920,3101920
TXN100494,MATCHED,2209169,2209169
TXN100495,MATCHED,3126146,3126146
TXN100496,MATCHED,1971440,1971440
TXN100497,MATCHED,4719426,4719426
TXN100498,MATCHED,1866962,1866962
TXN100499,AMOUNT_MISMATCH,3904558,3904367
TXN100500,MATCHED,3435033,3435033
TXN100501,AMOUNT_MISMATCH,390396,390207
TXN100502,MATCHED,4142434,4142434
TXN100503,AMOUNT_MISMATCH,1979645,1979283
TXN100504,MATCHED,3270197,3270197
TXN100505,MATCHED,4541463,4541463
TXN100506,AMOUNT_MISMATCH,1306232,1306402
TXN100507,MISSING_IN_GATEWAY,840653,
TXN100508,MATCHED,2356630,2356630
TXN100509,MATCHED,3118230,3118230
TXN100510,AMOUNT_MISMATCH,3740379,3740754
TXN100511,MATCHED,3052431,3052431
TXN100512,MATCHED,3091428,3091428
TXN100513,MATCHED,3018774,3018774
TXN100514,MATCHED,2324261,2324261
TXN100515,AMOUNT_MISMATCH,1034749,1035092
TXN100516,MATCHED,3824445,3824445
TXN100517,MATCHED,1789272,1789272
TXN100518,MATCHED,189159,189159
TXN100519,MATCHED,2807677,2807677
TXN100520,MISSING_IN_GATEWAY,1066326,
TXN100521,MISSING_IN_GATEWAY,585543,
TXN100522,MATCHED,1747761,1747761
TXN100523,MATCHED,1964534,1964534
TXN100524,MISSING_IN_GATEWAY,1247774,
TXN100525,MISSING_IN_GATEWAY,2335949,
TXN100526,MATCHED,1100453,1100453
TXN100527,MATCHED,1473787,1473787
TXN100528,MATCHED,226259,226259
TXN100529,MISSING_IN_GATEWAY,3015154,
TXN100530,MATCHED,4949656,4949656
TXN100531,MATCHED,1471683,1471683
TXN100532,MISSING_IN_GATEWAY,1073327,
TXN100533,MATCHED,4423125,4423125
TXN100534,MATCHED,543163,543163
TXN100535,MATCHED,3047003,3047003
TXN100536,MATCHED,924811,924811
TXN100537,AMOUNT_MISMATCH,1868494,1868038
TXN100538,MATCHED,4384249,4384249
TXN100539,MATCHED,271310,271310
TXN100540,MISSING_IN_GATEWAY,4027991,
TXN100541,MATCHED,915649,915649
TXN100542,MATCHED,3730870,3730870
TXN100543,MATCHED,687719,687719
TXN100544,MATCHED,1254314,1254314
TXN100545,MATCHED,2317001,2317001
TXN100546,MATCHED,4920394,4920394
TXN100547,MATCHED,2737853,2737853
TXN100548,MATCHED,4460633,4460633
TXN100549,MATCHED,4250869,4250869
TXN100550,MISSING_IN_GATEWAY,841969,
TXN100551,MISSING_IN_GATEWAY,4634935,
TXN100552,MATCHED,1813744,1813744
TXN100553,MATCHED,1926743,1926743
TXN100554,MATCHED,3814224,3814224
TXN100555,MATCHED,807637,807637
TXN100556,MATCHED,2631637,2631637
TXN100557,AMOUNT_MISMATCH,3149864,3150067
TXN100558,MATCHED,3988447,3988447
TXN100559,MATCHED,726088,726088
TXN100560,MISSING_IN_GATEWAY,820041,
TXN100561,MISSING_IN_GATEWAY,3135988,
TXN100562,MATCHED,513156,513156
TXN100563,MATCHED,4720928,4720928
TXN100564,MATCHED,1035350,1035350
TXN100565,AMOUNT_MISMATCH,3557851,3558089
TXN100566,DUPLICATE_IN_GATEWAY,441560,441560
TXN100567,MATCHED,2631011,2631011
TXN100568,MATCHED,4857931,4857931
TXN100569,MATCHED,1307970,1307970
TXN100570,MISSING_IN_GATEWAY,1891102,
TXN100571,MATCHED,4676293,4676293
TXN100572,MATCHED,2346799,2346799
TXN100573,MISSING_IN_GATEWAY,3609655,
TXN100574,MATCHED,230233,230233
TXN100575,MATCHED,2253514,2253514
TXN100576,MISSING_IN_GATEWAY,2302358,
TXN100577,AMOUNT_MISMATCH,2601951,2601810
TXN100578,MATCHED,61219,61219
TXN100579,MATCHED,1211680,1211680
TXN100580,MATCHED,3372022,3372022
TXN100581,MATCHED,267170,267170
TXN100582,MATCHED,4460011,4460011
TXN100583,MATCHED,3531810,3531810
TXN100584,MATCHED,1330444,1330444
TXN100585,MISSING_IN_GATEWAY,2731120,
TXN100586,MATCHED,4771319,4771319
TXN100587,MATCHED,451314,451314
TXN100588,MATCHED,427438,427438
TXN100589,MATCHED,2292564,2292564
TXN100590,MATCHED,3566893,3566893
TXN100591,MATCHED,3718135,3718135
TXN100592,MISSING_IN_GATEWAY,1818323,
TXN100593,MATCHED,964770,964770
TXN100594,MATCHED,940210,940210
TXN100595,MATCHED,4985570,4985570
TXN100596,MATCHED,2597209,2597209
TXN100597,DUPLICATE_IN_GATEWAY,3325709,3325709
TXN100598,MATCHED,469544,469544
TXN100599,AMOUNT_MISMATCH,2538488,2538773
TXN100600,MISSING_IN_GATEWAY,1161208,
TXN100601,MATCHED,2438058,2438058
TXN100602,MATCHED,74843,74843
TXN100603,MATCHED,3622596,3622596
TXN100604,MATCHED,3199411,3199411
TXN100605,MATCHED,1940308,1940308
TXN100606,MATCHED,2980969,2980969
TXN100607,MATCHED,364857,364857
TXN100608,AMOUNT_MISMATCH,3866698,3867080
TXN100609,MATCHED,2636142,2636142
TXN100610,MATCHED,4820025,4820025
TXN100611,MATCHED,3513870,3513870
TXN100612,MATCHED,3407657,3407657
TXN100613,MATCHED,2734352,2734352
TXN100614,MISSING_IN_GATEWAY,3869572,
TXN100615,MATCHED,749287,749287
TXN100616,MATCHED,898044,898044
TXN100617,MATCHED,4949810,4949810
TXN100618,MATCHED,669739,669739
TXN100619,MISSING_IN_GATEWAY,2612771,
TXN100620,MATCHED,1868681,1868681
TXN100621,MATCHED,1420399,1420399
TXN100622,MATCHED,966524,966524
TXN100623,AMOUNT_MISMATCH,1636582,1636439
TXN100624,MISSING_IN_GATEWAY,2955238,
TXN100625,MATCHED,1248912,1248912
TXN100626,MATCHED,1238463,1238463
TXN100627,MATCHED,1465415,1465415
TXN100628,MATCHED,642109,642109
TXN100629,MATCHED,4154954,4154954
TXN100630,MISSING_IN_GATEWAY,4738955,
TXN100631,MATCHED,3775690,3775690
TXN100632,MATCHED,4745300,4745300
TXN100633,AMOUNT_MISMATCH,2721267,2721409
TXN100634,MATCHED,2661965,2661965
TXN100635,MATCHED,582826,582826
TXN100636,MISSING_IN_GATEWAY,2550241,
TXN100637,MATCHED,481205,481205
TXN100638,MATCHED,632356,632356
TXN100639,MATCHED,3800928,3800928
